,SalePrice,Fireplaces,OverallCond,OverallQual,TotalBsmtSF,CentralAir,PouredConcrete,ConcreteBlock,Deck,TotalSF,Location,BsmtLivArea,Age,FlatLandContour,HighQualKitchen,MultipleFloors,NearRailroad,ZoningHighDensity,ExterScore,Bathrooms,OffSiteFeatures,Pool,FlatRoof,HasGarage,ZoningFloatVillage
550,162000,0,7,6,676.0,1,0,1,0,1731.0,3,331.0,23,1,0,1,0,0,2.1771985454282605,2.5,0,0,0,1,0
551,160000,2,7,6,0.0,1,0,0,0,1882.0,3,0.0,28,1,0,1,0,0,1.853432616936364,2.0,0,0,0,1,0
552,82000,0,4,4,721.0,1,0,1,1,841.0,3,0.0,59,1,0,0,0,1,1.2356217446242426,1.0,0,0,0,1,0
553,76000,0,3,6,784.0,0,0,0,0,784.0,3,0.0,81,1,0,0,0,1,1.853432616936364,1.0,0,0,0,1,0
554,110000,0,5,5,980.0,1,0,1,0,1932.0,1,952.0,47,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
555,135000,0,6,5,980.0,1,0,1,1,1540.0,1,560.0,32,1,0,0,0,0,1.853432616936364,1.0,0,0,0,1,0
556,141000,0,6,5,864.0,1,0,1,0,1524.0,1,660.0,48,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
557,122000,0,5,5,864.0,1,0,1,1,1728.0,1,864.0,48,1,0,0,0,0,1.853432616936364,1.0,0,0,0,1,0
559,129000,0,8,5,912.0,1,0,1,0,1536.0,1,624.0,46,1,0,0,1,0,2.471243489248485,2.0,0,0,0,1,0
560,131400,1,6,5,864.0,1,0,1,1,1738.0,1,594.0,48,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
561,62383,1,5,5,864.0,1,0,1,0,1728.0,1,864.0,44,1,0,0,0,0,1.853432616936364,1.0,0,0,0,1,0
562,123000,0,6,5,912.0,1,0,1,0,1642.0,1,730.0,47,1,0,0,0,0,1.853432616936364,1.5,0,0,0,1,0
563,275000,2,8,8,2014.0,1,0,1,1,3839.0,4,1825.0,29,0,0,0,0,0,2.471243489248485,3.0,0,0,0,1,0
564,235000,1,8,7,975.0,1,1,0,1,2572.0,4,817.0,18,1,0,1,0,0,2.471243489248485,3.0,0,0,0,1,0
565,280750,1,5,7,1376.0,1,1,0,0,3005.0,4,0.0,5,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,1
566,164500,0,5,6,612.0,1,1,0,0,1224.0,4,0.0,0,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,1
567,173733,0,5,6,612.0,1,1,0,0,1518.0,4,294.0,0,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,1
568,222000,1,5,6,1726.0,1,1,0,0,1726.0,4,0.0,1,1,0,0,0,0,2.1474775607565886,2.5,0,0,0,1,1
569,195000,1,5,6,1145.0,1,1,0,0,2218.0,4,962.0,1,1,0,0,0,0,2.1474775607565886,2.5,0,0,0,1,1
570,172500,0,5,6,729.0,1,1,0,0,1852.0,4,381.0,10,1,0,1,0,0,1.853432616936364,2.5,0,0,0,1,1
571,180000,0,5,6,756.0,1,1,0,0,2019.0,4,507.0,9,1,0,1,0,0,2.1474775607565886,3.5,0,0,0,1,1
572,156000,0,5,7,691.0,1,1,0,0,2001.0,4,549.0,10,1,0,1,0,0,2.1474775607565886,3.5,0,0,0,1,1
574,318750,1,9,8,1694.0,1,0,1,1,3082.0,4,1388.0,32,1,1,0,0,0,3.0890543615606063,3.0,0,0,0,1,0
575,211500,2,5,8,1226.0,1,0,1,1,2186.0,4,960.0,28,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
576,241600,0,5,7,1740.0,1,0,1,1,1861.0,4,121.0,28,1,0,0,0,0,2.1474775607565886,1.5,0,0,0,1,0
578,150000,1,4,4,1281.0,1,0,1,1,2736.0,1,1116.0,33,1,0,0,0,0,1.853432616936364,3.0,0,0,0,1,0
579,154000,0,6,6,727.0,1,0,1,0,1854.0,3,298.0,41,1,0,1,1,0,1.853432616936364,1.5,0,0,0,1,0
580,185000,1,6,6,1442.0,1,0,1,1,1442.0,3,0.0,39,1,0,0,0,0,1.853432616936364,2.0,1,0,0,1,0
581,185750,1,7,6,1489.0,1,0,1,0,1489.0,3,0.0,41,1,0,0,0,0,1.853432616936364,2.0,1,0,0,1,0
582,200000,2,6,7,1107.0,1,0,1,1,2981.0,3,891.0,36,1,0,1,0,0,1.853432616936364,3.5,1,0,0,1,0
583,206000,2,6,7,752.0,1,0,1,1,2669.0,3,602.0,35,1,0,1,0,0,1.853432616936364,2.5,1,0,0,1,0
584,162000,1,6,6,723.0,1,0,1,1,1988.0,3,593.0,37,1,0,1,0,0,1.853432616936364,2.0,0,0,0,1,0
585,256900,1,7,6,932.0,1,1,0,0,2640.0,3,0.0,42,1,0,1,0,0,1.853432616936364,2.5,1,0,0,1,0
586,197900,1,5,6,1680.0,1,0,1,0,2252.0,3,528.0,42,1,0,0,0,0,1.853432616936364,2.5,0,0,0,1,0
587,163000,1,5,5,1288.0,1,0,1,1,2036.0,3,700.0,40,1,0,0,0,0,1.853432616936364,2.5,0,0,0,1,0
589,230000,2,7,7,908.0,1,1,0,1,2720.0,3,432.0,32,1,0,1,0,0,2.1771985454282605,2.0,0,0,0,1,0
590,167900,1,5,6,1350.0,1,0,1,0,2020.0,3,686.0,32,1,0,0,0,0,1.853432616936364,2.5,0,0,0,1,0
591,213250,1,5,7,1650.0,1,1,0,1,2951.0,3,1271.0,11,1,0,0,1,0,2.1474775607565886,3.0,0,0,0,1,0
592,227000,0,6,8,810.0,1,1,0,0,2308.0,3,643.0,8,1,0,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
593,130000,0,6,5,864.0,1,1,0,0,1512.0,2,648.0,42,1,0,0,0,0,1.853432616936364,1.5,0,0,0,1,0
594,143000,0,5,5,1568.0,1,0,1,1,1568.0,2,0.0,42,1,0,0,0,0,1.853432616936364,1.5,0,0,0,1,0
595,117500,0,6,5,925.0,1,0,1,0,1729.0,2,804.0,44,1,0,0,0,0,1.853432616936364,1.5,0,0,0,1,0
597,172500,1,5,6,1232.0,1,0,1,0,2282.0,3,962.0,38,1,0,0,0,0,1.853432616936364,2.5,0,0,0,1,0
598,161500,1,5,6,1372.0,1,0,1,0,2223.0,3,881.0,42,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
599,141500,1,7,4,894.0,1,0,1,0,1628.0,2,734.0,49,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
600,118000,0,7,5,864.0,1,0,1,0,1267.0,2,403.0,50,1,0,0,0,0,1.853432616936364,1.0,0,0,0,1,0
601,127500,0,6,6,864.0,1,0,1,0,1476.0,2,612.0,50,1,0,0,0,0,1.853432616936364,1.0,0,0,0,1,0
602,140000,1,5,4,1040.0,1,0,1,0,2137.0,2,775.0,52,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
603,177625,1,6,5,1048.0,1,0,1,0,2554.0,2,826.0,53,1,0,0,0,0,2.1771985454282605,3.0,0,0,0,1,0
605,167000,0,6,6,1516.0,1,0,1,0,2057.0,2,541.0,45,1,0,0,0,0,1.853432616936364,1.5,0,0,0,1,0
606,153000,1,6,5,1313.0,1,0,1,1,2135.0,2,822.0,48,1,0,0,0,0,1.853432616936364,2.5,0,0,0,1,0
608,154000,1,6,5,1154.0,1,0,1,0,2124.0,2,970.0,43,1,0,0,0,0,1.853432616936364,1.5,0,0,0,1,0
609,177500,1,6,5,744.0,1,0,1,0,2528.0,2,388.0,44,1,0,1,0,0,2.1771985454282605,2.5,0,0,0,1,0
610,158000,1,6,6,1127.0,1,0,1,1,2009.0,2,564.0,45,1,0,0,0,0,2.1771985454282605,1.5,0,0,0,1,0
611,124500,0,6,5,1041.0,1,0,1,1,2032.0,2,991.0,50,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
612,174500,1,6,6,1208.0,1,0,1,1,2144.0,2,568.0,48,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
613,122000,0,5,5,960.0,1,0,1,0,1307.0,2,347.0,54,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
614,82500,0,7,4,420.0,1,0,1,1,988.0,2,280.0,69,0,0,0,0,0,1.5593876731161394,1.0,0,0,0,0,0
615,110000,1,4,5,709.0,1,0,1,0,1388.0,2,185.0,59,0,0,1,0,0,1.853432616936364,2.0,0,0,0,1,0
616,149500,1,4,6,1505.0,1,0,1,0,2529.0,2,1024.0,56,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
617,175000,0,5,6,1680.0,1,0,1,0,2864.0,2,1173.0,42,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
618,167000,2,5,6,1416.0,1,0,1,1,2929.0,2,1285.0,56,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
619,128900,0,6,5,1050.0,1,0,1,0,1554.0,2,504.0,53,1,0,0,0,0,1.853432616936364,1.0,0,0,0,1,0
620,140000,0,8,6,856.0,1,0,1,0,1788.0,2,120.0,59,1,0,1,0,0,2.1771985454282605,1.5,0,0,0,1,0
621,147000,1,7,5,1113.0,1,0,1,0,1720.0,2,607.0,59,1,0,0,0,0,2.1474775607565886,1.0,0,0,0,1,0
622,124000,0,5,5,1584.0,1,0,1,0,1584.0,2,0.0,42,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
623,187500,1,6,6,1453.0,1,0,1,0,2765.0,2,1312.0,48,1,0,0,0,0,1.853432616936364,3.0,0,0,0,1,0
624,159000,2,5,6,1394.0,1,0,1,0,2003.0,2,609.0,46,1,0,0,0,0,1.853432616936364,2.5,0,0,0,1,0
625,256000,2,8,6,1562.0,1,0,1,0,2954.0,2,1387.0,43,1,0,0,0,0,2.1771985454282605,3.0,0,0,0,1,0
626,205000,3,6,7,768.0,1,0,1,0,2440.0,2,454.0,44,1,0,1,0,0,1.853432616936364,2.5,0,0,0,1,0
627,193500,1,6,6,896.0,1,0,1,0,2590.0,2,448.0,41,1,0,1,0,0,2.1771985454282605,2.5,0,0,0,1,0
628,110000,2,3,6,1392.0,1,0,1,0,1392.0,2,0.0,41,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
629,104900,1,4,4,715.0,1,0,0,1,1738.0,2,0.0,89,1,0,1,0,0,2.1771985454282605,2.0,0,0,0,1,0
630,150000,0,7,5,1169.0,1,0,1,1,2000.0,2,856.0,53,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
631,156500,2,3,6,1478.0,1,0,1,1,2328.0,2,850.0,52,1,0,0,0,0,1.853432616936364,2.5,0,0,0,1,0
632,176000,2,6,7,1329.0,1,0,1,0,1873.0,2,544.0,49,1,0,0,0,0,1.853432616936364,1.5,0,0,0,1,0
633,149500,0,8,6,988.0,1,0,1,1,1696.0,2,708.0,50,1,0,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
634,139000,1,6,6,1240.0,1,0,1,1,2872.0,2,1240.0,51,1,0,0,0,0,1.853432616936364,3.0,0,0,0,1,0
635,155000,0,7,6,1215.0,1,0,1,0,1800.0,2,585.0,51,1,0,0,0,0,1.853432616936364,1.0,0,0,0,1,0
637,153000,0,5,5,1382.0,1,0,1,1,2037.0,2,655.0,54,1,0,0,0,0,1.853432616936364,1.5,0,0,0,1,0
639,176000,1,5,6,1362.0,1,0,1,0,2744.0,2,1362.0,47,1,0,0,1,0,1.853432616936364,2.0,0,0,0,1,0
640,153000,1,6,5,1297.0,1,0,1,0,2510.0,2,1213.0,55,1,0,0,0,0,1.853432616936364,1.5,0,0,0,1,0
641,135000,0,4,5,1866.0,1,1,0,0,1866.0,2,0.0,51,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
642,131000,0,7,6,1062.0,1,0,1,0,1552.0,2,490.0,55,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
643,123000,0,6,5,608.0,1,1,0,1,1927.0,2,608.0,56,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
644,126000,0,5,5,631.0,1,0,1,0,1420.0,2,308.0,58,1,0,0,0,0,1.853432616936364,1.0,0,0,0,1,0
645,115000,1,5,4,1005.0,1,0,1,0,1005.0,2,0.0,54,1,0,0,0,0,1.853432616936364,1.0,0,0,0,1,0
646,164900,2,7,5,1008.0,1,0,1,1,2193.0,2,830.0,58,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
647,113000,0,6,5,793.0,1,0,1,0,1493.0,2,700.0,64,1,0,0,0,0,2.1771985454282605,2.0,0,0,0,1,0
648,145500,0,8,5,1031.0,1,0,1,0,1962.0,2,931.0,57,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
649,102900,0,5,5,0.0,1,0,0,1,1210.0,2,0.0,56,1,0,0,0,0,1.853432616936364,1.5,0,0,0,1,0
651,152500,1,7,7,699.0,1,0,1,0,2226.0,2,699.0,61,1,0,1,1,0,1.853432616936364,2.5,0,0,0,1,0
652,129900,0,6,5,1200.0,1,0,1,1,1590.0,2,390.0,59,1,0,0,0,0,1.853432616936364,1.0,0,0,0,1,0
653,132000,1,6,6,972.0,1,0,1,0,1652.0,2,680.0,61,1,0,0,0,0,2.1771985454282605,2.0,0,0,0,1,0
654,99900,0,5,3,792.0,1,0,1,0,792.0,2,0.0,51,1,0,0,0,0,1.853432616936364,1.0,0,0,0,1,0
655,135000,0,7,5,660.0,1,0,1,0,1656.0,2,0.0,93,1,0,1,0,0,1.853432616936364,2.5,0,0,0,1,0
656,149000,0,7,5,676.0,1,0,0,1,1352.0,2,0.0,70,1,0,1,0,0,2.1771985454282605,2.5,0,0,0,1,0
657,114000,0,8,4,405.0,1,0,0,0,1039.0,2,0.0,109,1,0,1,0,0,2.471243489248485,1.0,0,0,0,1,0
658,109500,0,8,5,768.0,1,0,0,1,792.0,2,0.0,85,1,0,0,0,0,2.1474775607565886,1.0,0,0,0,1,0
659,125000,0,7,5,1054.0,1,0,0,0,1078.0,2,0.0,84,1,1,0,0,0,1.853432616936364,1.0,0,0,0,1,0
660,142900,1,5,4,1313.0,1,0,0,0,2377.0,2,0.0,94,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
661,156500,0,9,7,560.0,1,1,0,0,1690.0,2,0.0,99,1,0,1,1,0,2.471243489248485,2.0,0,0,0,1,0
662,59000,0,5,2,416.0,0,1,0,0,599.0,2,0.0,69,1,0,0,1,0,1.5593876731161394,2.0,0,0,0,0,0
663,105000,0,6,4,840.0,1,1,0,0,1794.0,2,420.0,89,1,0,1,1,0,1.5593876731161394,1.0,0,0,0,1,0
664,106000,0,7,5,720.0,0,0,0,0,846.0,2,0.0,89,1,0,0,0,0,1.853432616936364,1.0,0,0,0,1,0
665,78500,0,5,3,630.0,1,0,0,0,725.0,2,0.0,119,1,0,0,0,0,1.853432616936364,1.5,0,0,0,1,0
666,190000,0,5,6,1248.0,1,0,1,0,2544.0,2,0.0,40,1,0,1,1,0,1.853432616936364,3.0,0,0,0,1,0
667,154000,0,7,6,1380.0,1,0,1,0,1764.0,2,384.0,46,1,0,0,0,0,1.853432616936364,1.5,0,0,0,1,0
668,163000,1,4,6,1040.0,1,0,1,0,1972.0,2,932.0,42,1,0,0,0,0,1.5593876731161394,2.0,0,0,0,1,0
669,200000,0,5,5,1248.0,1,0,1,0,3134.0,2,500.0,40,1,0,1,1,0,1.853432616936364,4.5,0,0,0,1,0
670,143500,0,9,6,951.0,1,0,1,0,1696.0,2,745.0,51,1,0,0,0,0,2.471243489248485,2.0,0,0,0,1,0
671,135000,0,6,6,1105.0,1,0,1,0,1651.0,2,546.0,52,1,0,0,0,0,1.853432616936364,1.0,0,0,0,1,0
672,153000,0,7,5,992.0,1,0,1,0,2166.0,2,860.0,52,1,0,0,0,0,2.1771985454282605,2.0,0,0,0,1,0
673,157500,2,5,6,1478.0,1,0,1,0,2748.0,2,1270.0,49,1,0,0,0,0,1.853432616936364,3.0,0,0,0,1,0
674,113500,1,6,6,160.0,1,0,1,0,1142.0,2,0.0,51,0,0,0,0,0,1.853432616936364,1.0,0,0,1,1,0
675,133000,1,7,5,832.0,1,0,1,0,1643.0,2,375.0,60,1,0,0,0,0,2.1474775607565886,1.0,0,0,0,1,0
676,92900,0,4,3,0.0,0,0,0,0,1040.0,2,0.0,59,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
678,90000,0,5,4,0.0,0,0,0,0,1040.0,2,0.0,60,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
679,138000,0,4,5,1208.0,1,0,1,0,2436.0,2,532.0,59,1,0,1,0,0,1.853432616936364,2.5,0,0,0,1,0
680,128000,0,6,5,1041.0,1,0,1,0,1041.0,2,0.0,51,1,0,0,0,0,1.853432616936364,1.0,0,0,0,1,0
682,118900,0,7,5,732.0,1,0,1,0,1464.0,2,732.0,57,1,0,0,0,0,2.1771985454282605,2.0,0,0,0,1,0
683,138000,0,5,5,528.0,1,0,1,0,1711.0,2,528.0,50,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
684,132500,0,5,5,1148.0,1,0,1,0,2296.0,2,1148.0,50,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
685,133500,0,7,4,832.0,1,0,1,0,1461.0,2,0.0,60,1,0,1,1,0,1.853432616936364,2.0,0,0,0,1,0
687,144750,0,5,6,780.0,1,0,1,0,1806.0,2,0.0,45,1,0,1,0,0,1.853432616936364,1.5,0,0,0,1,0
688,145000,0,7,5,941.0,1,0,1,0,1882.0,2,941.0,31,1,0,0,0,0,2.1771985454282605,2.0,0,0,0,1,0
689,127000,1,6,6,1045.0,1,0,1,0,1871.0,2,826.0,46,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
690,109500,0,5,5,894.0,0,0,1,0,894.0,2,0.0,47,1,0,0,0,0,1.853432616936364,1.0,1,0,0,1,0
691,115000,0,8,6,818.0,1,0,1,0,1692.0,2,468.0,83,0,0,1,1,1,1.853432616936364,1.0,0,0,0,1,0
692,110000,0,6,5,440.0,1,1,0,1,1230.0,2,0.0,99,1,0,1,0,1,1.853432616936364,1.5,0,0,0,1,0
693,128900,0,8,6,901.0,1,1,0,1,1378.0,2,0.0,74,1,0,1,0,1,1.853432616936364,1.0,0,0,0,1,0
694,103500,0,5,6,972.0,0,0,1,0,2577.0,2,633.0,99,1,0,1,0,1,1.853432616936364,3.0,0,0,0,1,0
696,130000,0,8,5,240.0,1,0,1,0,1306.0,2,0.0,99,1,0,1,0,1,2.1771985454282605,1.5,0,0,0,1,0
697,129000,0,8,5,504.0,1,0,1,0,1464.0,2,0.0,99,1,0,1,0,1,2.1474775607565886,2.0,0,0,0,0,0
698,150000,1,6,5,690.0,1,0,0,0,1979.0,2,421.0,70,1,0,1,0,1,1.853432616936364,1.5,0,0,0,1,0
699,107500,0,4,5,994.0,0,0,0,0,2372.0,2,0.0,117,1,0,1,0,1,1.853432616936364,2.0,0,0,0,1,0
700,94550,0,6,4,600.0,0,0,0,0,1701.0,2,0.0,89,1,0,1,1,1,1.5593876731161394,2.0,0,0,0,0,0
701,124500,0,5,5,960.0,1,0,1,0,1960.0,2,0.0,57,1,0,1,1,1,1.853432616936364,2.0,0,0,0,1,0
702,135000,2,8,7,651.0,1,0,1,0,1389.0,2,0.0,63,0,0,1,0,1,2.1771985454282605,1.5,0,0,0,1,0
703,103000,0,5,5,801.0,0,0,0,1,1447.0,2,0.0,99,1,0,1,0,1,1.853432616936364,1.0,0,0,0,0,0
704,93000,0,4,4,936.0,0,0,1,0,936.0,2,0.0,56,0,0,0,0,1,1.5593876731161394,1.0,0,0,0,1,0
705,129500,0,7,5,768.0,1,0,1,0,1712.0,2,384.0,59,1,0,1,0,1,2.500964473920157,1.5,0,0,0,1,0
706,93000,0,4,5,811.0,1,0,1,0,1387.0,2,0.0,55,1,0,1,0,1,1.853432616936364,2.0,0,0,0,1,0
707,80000,0,6,4,861.0,1,0,0,0,861.0,2,0.0,89,1,0,0,0,1,1.853432616936364,1.0,0,0,0,1,0
708,45000,0,4,2,0.0,0,0,0,0,612.0,2,0.0,69,1,0,0,0,1,2.1771985454282605,1.0,0,0,0,1,0
710,91300,0,8,5,190.0,1,0,0,1,886.0,2,0.0,71,1,0,0,1,1,1.853432616936364,1.0,0,0,0,1,0
711,99500,0,8,5,624.0,1,1,0,0,792.0,2,0.0,86,1,0,0,0,1,2.1474775607565886,1.0,0,0,0,1,0
712,113000,0,5,4,736.0,1,0,0,0,1452.0,2,0.0,89,1,0,1,0,1,1.853432616936364,2.0,0,0,0,0,0
713,87500,0,4,4,677.0,1,0,0,0,1510.0,2,0.0,99,1,0,1,0,1,2.471243489248485,2.0,0,0,0,1,0
714,110000,0,7,5,720.0,1,0,1,0,1596.0,2,312.0,62,1,0,1,0,1,1.853432616936364,1.5,0,0,0,1,0
715,106000,0,5,5,849.0,0,1,0,1,2138.0,2,0.0,111,1,0,1,0,1,1.853432616936364,2.0,0,0,0,1,0
716,265979,1,7,7,1240.0,0,0,0,1,2640.0,2,0.0,129,1,0,1,0,1,2.1474775607565886,1.5,0,0,0,1,0
717,160000,0,7,6,917.0,1,0,0,0,2007.0,2,0.0,109,1,1,1,1,1,1.853432616936364,2.0,0,0,0,1,0
718,119000,1,7,6,624.0,1,0,0,0,1288.0,2,0.0,92,1,1,1,0,1,1.853432616936364,2.0,0,0,0,1,0
719,168000,1,9,8,916.0,1,0,0,0,1958.0,2,216.0,127,1,0,1,1,1,2.471243489248485,1.5,0,0,0,1,0
721,143000,0,9,7,650.0,1,1,0,0,2106.0,2,624.0,89,1,0,1,1,1,2.1771985454282605,1.5,0,0,0,1,0
722,85000,0,4,5,1022.0,0,0,0,0,1734.0,2,712.0,99,1,0,0,0,1,1.853432616936364,2.0,0,0,0,1,0
723,124900,0,6,5,1088.0,1,0,0,1,2957.0,2,1088.0,119,1,0,1,0,1,1.853432616936364,1.0,0,0,0,1,0
725,146500,0,7,6,741.0,1,1,0,0,1521.0,2,0.0,99,1,0,1,0,1,1.853432616936364,1.0,0,0,0,1,0
728,223500,1,6,5,1324.0,1,0,1,0,2885.0,2,1309.0,86,1,0,1,0,0,1.853432616936364,3.5,0,0,0,1,0
729,149000,1,6,6,1022.0,0,0,0,1,1432.0,2,0.0,86,1,0,0,0,0,1.853432616936364,1.0,0,0,0,1,0
730,205000,0,7,7,952.0,0,0,0,1,1548.0,2,0.0,84,1,1,1,0,0,2.471243489248485,2.5,0,0,0,1,0
731,137000,1,7,5,297.0,1,0,1,1,1654.0,2,0.0,79,1,0,1,1,0,1.853432616936364,2.0,0,0,0,1,0
732,121000,1,6,6,952.0,0,0,0,0,952.0,2,0.0,93,1,0,0,0,0,1.853432616936364,1.0,0,0,0,1,0
733,128000,0,6,4,672.0,1,0,0,0,1996.0,2,672.0,73,1,0,1,0,1,1.853432616936364,1.0,0,0,0,1,0
734,134900,0,9,6,698.0,1,0,0,1,1176.0,2,0.0,72,1,0,1,0,1,2.1474775607565886,1.0,0,0,0,1,0
735,117000,1,8,5,884.0,1,0,0,0,1348.0,2,0.0,84,1,0,1,0,1,1.853432616936364,2.0,0,0,0,1,0
736,132500,1,6,6,780.0,1,0,1,1,1412.0,2,0.0,70,1,0,1,0,1,1.5296666884444674,1.0,0,0,0,1,0
737,93000,0,5,5,468.0,1,0,0,0,1362.0,2,220.0,85,1,0,1,0,1,1.853432616936364,1.0,0,0,0,1,0
738,119000,0,7,6,884.0,1,1,0,0,904.0,2,0.0,83,1,0,0,0,1,2.1474775607565886,1.0,0,0,0,1,0
739,100000,0,5,5,1145.0,1,1,0,0,1706.0,2,405.0,85,1,0,0,0,1,1.853432616936364,1.0,0,0,0,1,0
740,141500,0,6,5,927.0,1,0,0,1,1539.0,2,0.0,73,1,0,1,0,1,1.5296666884444674,1.5,0,0,0,1,0
741,133000,0,7,4,884.0,1,0,0,0,1573.0,2,0.0,74,1,0,1,0,1,1.853432616936364,1.0,0,0,0,1,0
742,60000,1,3,2,264.0,0,0,0,0,800.0,2,0.0,73,1,0,0,0,1,1.2356217446242426,1.0,0,0,0,0,0
743,105000,0,7,5,715.0,1,0,0,1,1084.0,2,209.0,78,1,0,0,0,1,1.853432616936364,2.0,0,0,0,1,0
745,150000,1,6,5,952.0,1,0,0,1,1855.0,2,273.0,71,1,0,1,0,1,1.853432616936364,2.0,0,0,0,1,0
746,126500,0,5,5,1072.0,1,0,0,0,1206.0,2,134.0,84,1,0,0,0,1,1.5296666884444674,2.0,0,0,0,1,0
747,214500,0,6,6,844.0,0,0,0,0,2134.0,2,0.0,93,0,0,1,0,0,1.853432616936364,2.0,1,0,0,1,0
748,167500,0,8,7,728.0,0,0,0,1,2019.0,2,0.0,99,1,0,1,1,0,2.1771985454282605,1.0,0,0,0,1,0
749,155000,0,6,6,1048.0,1,1,0,0,1768.0,2,0.0,94,1,0,1,0,1,1.853432616936364,2.0,0,0,0,1,0
750,155000,1,8,7,910.0,1,1,0,0,2125.0,2,299.0,94,1,1,1,0,1,2.1474775607565886,2.5,0,0,0,1,0
751,179900,0,8,7,672.0,1,0,0,1,1944.0,2,0.0,94,1,0,1,0,1,2.1771985454282605,2.0,0,0,0,1,0
754,149000,0,5,6,720.0,1,0,1,0,2452.0,1,522.0,82,1,0,1,0,1,1.853432616936364,3.0,0,0,0,1,0
755,103000,0,5,4,780.0,1,0,1,0,1360.0,1,152.0,84,1,0,0,0,1,1.853432616936364,1.0,0,0,0,1,0
756,123000,0,7,6,483.0,1,0,0,0,1427.0,2,0.0,94,0,0,1,0,1,1.853432616936364,1.0,0,0,0,1,0
757,97500,0,5,7,1020.0,0,0,0,0,2033.0,2,169.0,107,0,0,1,0,1,1.5296666884444674,2.5,0,0,0,0,0
758,135000,0,6,6,1204.0,1,0,0,0,1666.0,1,0.0,82,1,0,1,0,1,1.5296666884444674,1.0,0,0,0,1,0
760,116000,0,7,6,698.0,1,0,1,0,1941.0,1,538.0,94,0,0,1,1,1,2.1771985454282605,2.5,0,0,0,1,0
761,88750,0,9,4,560.0,1,0,1,0,704.0,1,0.0,63,1,0,0,0,0,2.1771985454282605,1.5,0,0,0,1,0
762,179000,0,5,5,1200.0,1,0,1,1,2400.0,1,1200.0,22,1,0,0,0,0,1.853432616936364,6.0,0,0,0,0,0
763,179000,0,5,5,1200.0,1,0,1,1,2400.0,1,1200.0,22,1,0,0,0,0,2.1771985454282605,6.0,0,0,0,0,0
764,159900,0,5,5,1152.0,1,1,0,0,2304.0,1,1152.0,31,1,0,0,0,0,1.853432616936364,4.0,0,0,0,1,0
765,61000,0,1,1,683.0,0,0,0,0,1254.0,1,350.0,87,0,0,0,0,0,1.2356217446242426,1.5,0,0,0,0,0
766,103600,0,6,6,672.0,0,0,0,1,1920.0,1,551.0,84,1,0,1,1,1,2.1771985454282605,3.0,0,0,0,1,0
767,63000,0,3,5,585.0,0,1,0,0,1112.0,1,0.0,75,1,0,1,0,0,1.853432616936364,3.0,0,0,0,1,0
768,175000,1,6,5,520.0,1,0,1,1,1908.0,1,444.0,46,1,0,0,0,0,1.853432616936364,2.5,0,0,0,1,0
769,139000,0,6,5,1121.0,1,1,0,0,1772.0,1,651.0,46,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
770,172500,1,5,6,918.0,1,0,1,1,2409.0,1,726.0,31,1,0,1,0,0,1.853432616936364,2.5,0,0,0,1,0
772,130000,0,7,5,864.0,1,1,0,1,1349.0,1,450.0,42,1,0,0,0,0,1.853432616936364,1.0,0,0,0,1,0
773,149900,1,5,6,456.0,1,0,1,0,1490.0,1,456.0,31,1,0,0,0,0,1.853432616936364,1.5,0,0,0,1,0
774,134900,0,5,5,858.0,1,0,1,1,1543.0,1,685.0,27,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
